市场代码,证券代码,时间,最新价,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SH,601611,2017-01-06 09:25:02,17.9000,189,3034050.0000,1695,B,17.8900,17.8800,17.8700,17.8600,17.8500,17.9000,17.9200,17.9300,17.9400,17.9500,10,54,10,146,680,623,2,5,23,36
SH,601611,2017-01-06 09:30:02,17.8800,41,704696.0000,394,S,17.8700,17.8600,17.8500,17.8400,17.8300,17.8800,17.8900,17.9000,17.9200,17.9300,506,415,876,13,109,6,899,1282,2,50
SH,601611,2017-01-06 09:30:05,17.8800,238,7126987.0000,3988,B,17.8800,17.8700,17.8600,17.8500,17.8400,17.8900,17.9000,17.9100,17.9200,17.9300,43,156,130,44,22,470,1403,7,2,50
SH,601611,2017-01-06 09:30:08,17.8900,37,493672.0000,276,B,17.8700,17.8600,17.8500,17.8400,17.8300,17.8900,17.9000,17.9100,17.9200,17.9300,192,306,76,22,31,339,1484,7,2,50
SH,601611,2017-01-06 09:30:11,17.8900,21,141245.0000,79,B,17.8800,17.8700,17.8600,17.8500,17.8400,17.8900,17.9000,17.9100,17.9200,17.9300,1,153,311,106,32,318,1497,7,2,50
SH,601611,2017-01-06 09:30:14,17.8900,10,189565.0000,106,B,17.8800,17.8700,17.8600,17.8500,17.8400,17.8900,17.9000,17.9100,17.9200,17.9300,53,203,311,106,32,278,1497,7,2,50
SH,601611,2017-01-06 09:30:17,17.8900,9,119863.0000,67,B,17.8800,17.8700,17.8600,17.8500,17.8400,17.8900,17.9000,17.9100,17.9200,17.9300,53,209,306,106,32,240,1497,7,2,50
SH,601611,2017-01-06 09:30:20,17.8900,12,127005.0000,71,B,17.8800,17.8700,17.8600,17.8500,17.8400,17.8900,17.9000,17.9100,17.9200,17.9300,38,209,306,106,32,241,1497,7,2,50
SH,601611,2017-01-06 09:30:23,17.9000,22,520610.0000,291,B,17.8900,17.8800,17.8700,17.8600,17.8500,17.9000,17.9100,17.9200,17.9300,17.9400,278,120,259,306,106,1466,7,2,50,32
SH,601611,2017-01-06 09:30:26,17.8900,20,1018496.0000,569,S,17.8900,17.8800,17.8700,17.8600,17.8500,17.9000,17.9100,17.9200,17.9300,17.9400,284,120,259,306,101,907,7,2,50,32
SH,601611,2017-01-06 09:30:29,17.8900,8,105592.0000,59,S,17.8900,17.8800,17.8700,17.8600,17.8500,17.9000,17.9100,17.9200,17.9300,17.9400,285,182,259,306,111,797,7,2,50,32
SH,601611,2017-01-06 09:30:32,17.9000,23,1229729.0000,687,B,17.8900,17.8800,17.8700,17.8600,17.8500,17.9000,17.9100,17.9200,17.9300,17.9400,305,184,259,306,111,110,7,2,50,32
SH,601611,2017-01-06 09:30:35,17.9000,14,239330.0000,134,B,17.9000,17.8900,17.8800,17.8700,17.8600,17.9300,17.9400,17.9500,17.9700,17.9800,1074,400,190,259,306,50,32,83,211,34
SH,601611,2017-01-06 09:30:38,17.9100,8,220353.0000,123,B,17.9100,17.9000,17.8900,17.8800,17.8700,17.9400,17.9500,17.9700,17.9800,17.9900,54,1180,435,190,265,27,83,211,34,93
SH,601611,2017-01-06 09:30:41,17.9000,7,163027.0000,91,S,17.9000,17.8900,17.8800,17.8700,17.8600,17.9400,17.9500,17.9700,17.9800,17.9900,1496,458,199,265,306,23,83,211,34,93
SH,601611,2017-01-06 09:30:44,17.9400,4,21508.0000,12,B,17.9300,17.9200,17.9100,17.9000,17.8900,17.9400,17.9500,17.9700,17.9800,17.9900,8,20,22,1585,535,16,73,211,34,93
SH,601611,2017-01-06 09:30:47,17.9400,17,249051.0000,139,B,17.9300,17.9200,17.9100,17.9000,17.8900,17.9400,17.9500,17.9700,17.9800,17.9900,16,7,19,1598,438,15,73,211,34,93
SH,601611,2017-01-06 09:30:50,17.9500,9,123820.0000,69,B,17.9400,17.9300,17.9200,17.9100,17.9000,17.9500,17.9700,17.9800,17.9900,18.0000,4,18,8,139,1646,29,211,34,93,475
SH,601611,2017-01-06 09:30:53,17.9500,16,165058.0000,92,B,17.9300,17.9200,17.9100,17.9000,17.8900,17.9500,17.9700,17.9800,17.9900,18.0000,24,8,168,1618,468,2,211,34,93,466
SH,601611,2017-01-06 09:30:56,17.9500,13,57412.0000,32,B,17.9300,17.9200,17.9100,17.9000,17.8900,17.9600,17.9700,17.9800,17.9900,18.0000,99,8,161,1620,478,100,211,34,93,466
SH,601611,2017-01-06 09:30:59,17.9800,15,636079.0000,354,B,17.9800,17.9500,17.9400,17.9300,17.9200,17.9900,18.0000,18.0100,18.0200,18.0300,7,5,103,113,8,89,666,134,9,73
SH,601611,2017-01-06 09:31:02,17.9500,11,66456.0000,37,S,17.9500,17.9400,17.9300,17.9200,17.9100,17.9800,17.9900,18.0000,18.0100,18.0200,20,150,181,119,272,6,89,666,134,9
SH,601611,2017-01-06 09:31:05,17.9800,29,412636.0000,230,B,17.9700,17.9500,17.9400,17.9300,17.9200,17.9800,17.9900,18.0000,18.0100,18.0200,97,18,17,154,122,5,89,666,134,9
SH,601611,2017-01-06 09:31:08,17.9900,9,134900.0000,75,B,17.9700,17.9600,17.9500,17.9400,17.9300,17.9900,18.0000,18.0100,18.0200,18.0300,87,31,21,19,150,61,656,134,9,58
SH,601611,2017-01-06 09:31:11,17.9800,14,161868.0000,90,S,17.9700,17.9600,17.9500,17.9400,17.9300,17.9800,17.9900,18.0000,18.0100,18.0200,82,39,43,23,150,8,207,656,129,9
SH,601611,2017-01-06 09:31:14,17.9500,30,618460.0000,344,S,17.9500,17.9400,17.9300,17.9200,17.9100,17.9900,18.0000,18.0100,18.0200,18.0300,128,43,81,121,179,250,656,129,9,58
SH,601611,2017-01-06 09:31:17,17.9700,9,89868.0000,50,B,17.9600,17.9500,17.9400,17.9300,17.9200,17.9700,17.9800,17.9900,18.0000,18.0100,5,146,88,74,121,8,200,241,656,129
SH,601611,2017-01-06 09:31:20,18.0000,69,2277488.0000,1266,B,18.0000,17.9900,17.9500,17.9400,17.9300,18.0100,18.0200,18.0300,18.0400,18.0500,77,250,370,108,71,129,9,558,314,31
SH,601611,2017-01-06 09:31:23,17.9900,20,606340.0000,337,S,17.9900,17.9800,17.9600,17.9500,17.9400,18.0100,18.0200,18.0300,18.0400,18.0500,28,156,5,371,81,129,9,558,314,31
SH,601611,2017-01-06 09:31:26,17.9800,19,386668.0000,215,S,17.9800,17.9700,17.9600,17.9500,17.9400,18.0000,18.0100,18.0200,18.0300,18.0400,56,20,43,376,80,9,141,9,558,314
SH,601611,2017-01-06 09:31:29,18.0100,13,325942.0000,181,B,18.0100,18.0000,17.9900,17.9800,17.9700,18.0200,18.0300,18.0400,18.0500,18.0600,380,54,31,108,20,9,558,314,31,13
SH,601611,2017-01-06 09:31:32,18.0100,5,360212.0000,200,S,18.0100,18.0000,17.9900,17.9800,17.9700,18.0200,18.0300,18.0400,18.0500,18.0600,221,91,277,125,20,121,557,294,31,13
SH,601611,2017-01-06 09:31:35,18.0100,15,484514.0000,269,S,18.0100,18.0000,17.9900,17.9800,17.9700,18.0200,18.0300,18.0400,18.0500,18.0600,260,114,309,135,27,76,557,294,31,13
SH,601611,2017-01-06 09:31:38,18.0300,24,455864.0000,253,B,18.0200,18.0100,18.0000,17.9900,17.9800,18.0300,18.0400,18.0500,18.0600,18.0700,8,1033,115,309,141,489,294,31,13,22
SH,601611,2017-01-06 09:31:41,18.0200,23,518894.0000,288,S,18.0200,18.0100,18.0000,17.9900,17.9800,18.0300,18.0400,18.0500,18.0600,18.0700,20,1006,144,326,138,489,294,46,13,22
SH,601611,2017-01-06 09:31:44,18.0100,37,744222.0000,413,S,18.0100,18.0000,17.9900,17.9800,17.9700,18.0300,18.0400,18.0500,18.0600,18.0700,917,95,322,138,27,385,294,66,13,52
SH,601611,2017-01-06 09:31:47,18.0200,9,484932.0000,269,B,18.0200,18.0100,18.0000,17.9900,17.9800,18.0300,18.0400,18.0500,18.0600,18.0700,20,917,87,315,118,189,294,66,13,52
SH,601611,2017-01-06 09:31:50,18.0300,20,196468.0000,109,B,18.0100,18.0000,17.9900,17.9800,17.9700,18.0300,18.0400,18.0500,18.0600,18.0700,936,86,288,69,23,137,291,66,13,52
SH,601611,2017-01-06 09:31:53,18.0300,18,434340.0000,241,B,18.0200,18.0100,18.0000,17.9900,17.9800,18.0300,18.0400,18.0500,18.0600,18.0700,10,951,86,66,59,51,287,66,13,52
SH,601611,2017-01-06 09:31:56,18.0300,19,495932.0000,275,B,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,581,46,948,96,66,179,69,13,52,67
SH,601611,2017-01-06 09:31:59,18.0400,20,629378.0000,349,B,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,545,59,949,96,66,49,68,13,52,67
SH,601611,2017-01-06 09:32:02,18.0300,22,250714.0000,139,S,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,761,77,970,96,66,10,44,13,52,74
SH,601611,2017-01-06 09:32:05,18.0800,51,1340040.0000,743,B,18.0400,18.0300,18.0200,18.0100,18.0000,18.0800,18.0900,18.1000,18.1100,18.1200,130,282,125,910,85,64,28,377,6,38
SH,601611,2017-01-06 09:32:08,18.0400,7,153380.0000,85,S,18.0400,18.0300,18.0200,18.0100,18.0000,18.0700,18.0800,18.0900,18.1000,18.1100,132,308,91,917,98,5,64,28,377,6
SH,601611,2017-01-06 09:32:11,18.0500,14,166084.0000,92,B,18.0500,18.0400,18.0300,18.0200,18.0100,18.0800,18.0900,18.1000,18.1100,18.1200,11,139,648,109,917,64,29,327,6,38
SH,601611,2017-01-06 09:32:14,18.0500,11,137136.0000,76,S,18.0500,18.0400,18.0300,18.0200,18.0100,18.0700,18.0800,18.0900,18.1000,18.1100,7,143,705,121,907,2,179,60,327,6
SH,601611,2017-01-06 09:32:17,18.0800,13,204240.0000,113,B,18.0600,18.0500,18.0400,18.0300,18.0200,18.0800,18.0900,18.1000,18.1100,18.1200,3,7,196,724,121,133,58,321,6,38
SH,601611,2017-01-06 09:32:20,18.0900,24,314564.0000,174,B,18.0800,18.0600,18.0500,18.0400,18.0300,18.0900,18.1000,18.1100,18.1200,18.1300,50,20,64,435,729,164,331,6,38,10
SH,601611,2017-01-06 09:32:23,18.0600,24,493436.0000,273,S,18.0600,18.0500,18.0400,18.0300,18.0200,18.0700,18.0800,18.0900,18.1000,18.1100,16,82,554,723,221,1490,90,164,321,6
SH,601611,2017-01-06 09:32:26,18.0600,19,225860.0000,125,S,18.0500,18.0400,18.0300,18.0200,18.0100,18.0600,18.0700,18.0800,18.0900,18.1000,92,499,723,217,883,29,1414,105,169,829
SH,601611,2017-01-06 09:32:29,18.0500,36,567112.0000,314,S,18.0500,18.0400,18.0300,18.0200,18.0100,18.0600,18.0700,18.0800,18.0900,18.1000,8,464,717,217,896,275,1303,569,169,839
SH,601611,2017-01-06 09:32:32,18.0500,23,164312.0000,91,S,18.0400,18.0300,18.0200,18.0100,18.0000,18.0500,18.0600,18.0700,18.0800,18.0900,460,717,191,896,129,69,521,1311,607,169
SH,601611,2017-01-06 09:32:35,18.0500,41,512632.0000,284,B,18.0400,18.0300,18.0200,18.0100,18.0000,18.0500,18.0600,18.0700,18.0800,18.0900,450,731,191,896,96,4,952,1408,607,195
SH,601611,2017-01-06 09:32:38,18.0600,45,1012884.0000,561,B,18.0400,18.0300,18.0200,18.0100,18.0000,18.0600,18.0700,18.0800,18.0900,18.1000,409,731,185,896,83,693,1403,637,195,817
SH,601611,2017-01-06 09:32:41,18.0500,33,718272.0000,398,B,18.0400,18.0300,18.0200,18.0100,18.0000,18.0500,18.0600,18.0700,18.0800,18.0900,216,731,174,224,78,438,739,1403,834,205
SH,601611,2017-01-06 09:32:44,18.0400,59,1017604.0000,564,S,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,684,171,224,73,51,530,303,942,1403,834
SH,601611,2017-01-06 09:32:47,18.0400,35,979528.0000,543,B,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,605,171,224,65,51,98,435,945,254,838
SH,601611,2017-01-06 09:32:50,18.0400,42,833356.0000,462,B,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,432,171,224,78,51,66,432,982,256,843
SH,601611,2017-01-06 09:32:53,18.0300,39,1509020.0000,837,S,18.0200,18.0100,18.0000,17.9900,17.9800,18.0300,18.0400,18.0500,18.0600,18.0700,62,224,68,51,26,566,105,495,1031,256
SH,601611,2017-01-06 09:32:56,18.0300,27,919292.0000,510,B,18.0100,18.0000,17.9900,17.9800,17.9700,18.0300,18.0400,18.0500,18.0600,18.0700,138,121,42,26,23,804,259,437,993,246
SH,601611,2017-01-06 09:32:59,18.0100,36,493468.0000,274,S,18.0000,17.9900,17.9800,17.9700,17.9600,18.0100,18.0200,18.0300,18.0400,18.0500,72,42,26,23,28,105,30,766,254,407
SH,601611,2017-01-06 09:33:02,18.0000,27,413988.0000,230,S,17.9900,17.9800,17.9700,17.9600,17.9500,18.0000,18.0100,18.0200,18.0300,18.0400,32,26,23,28,223,201,175,60,762,273
SH,601611,2017-01-06 09:33:05,18.0000,14,233988.0000,130,B,17.9900,17.9800,17.9700,17.9600,17.9500,18.0000,18.0100,18.0200,18.0300,18.0400,17,26,23,28,223,177,344,67,762,381
SH,601611,2017-01-06 09:33:08,17.9500,48,1438148.0000,799,S,17.9500,17.9400,17.9300,17.9200,17.9100,17.9900,18.0000,18.0200,18.0300,18.0400,168,22,43,111,149,1,127,92,769,381
SH,601611,2017-01-06 09:33:11,17.9900,16,262316.0000,146,B,17.9800,17.9500,17.9400,17.9300,17.9200,17.9900,18.0000,18.0200,18.0300,18.0400,12,73,22,43,111,15,112,97,769,386
SH,601611,2017-01-06 09:33:14,17.9000,48,1239484.0000,691,S,17.9000,17.8900,17.8800,17.8700,17.8600,17.9700,17.9800,18.0000,18.0200,18.0300,1177,101,52,130,286,21,5,54,178,759
SH,601611,2017-01-06 09:33:17,17.9200,6,80768.0000,45,B,17.9000,17.8900,17.8800,17.8700,17.8600,17.9200,17.9700,17.9800,17.9900,18.0000,1177,101,52,130,286,45,5,84,15,77
SH,601611,2017-01-06 09:33:20,18.0000,35,471040.0000,262,B,18.0000,17.9900,17.9600,17.9500,17.9200,18.0200,18.0300,18.0400,18.0500,18.0600,25,8,72,10,90,220,264,270,286,568
SH,601611,2017-01-06 09:33:23,17.9900,13,147520.0000,82,S,17.9700,17.9600,17.9500,17.9200,17.9100,17.9800,17.9900,18.0000,18.0200,18.0300,254,61,17,92,15,32,79,10,126,218
SH,601611,2017-01-06 09:33:26,17.9700,11,143856.0000,80,S,17.9700,17.9600,17.9500,17.9200,17.9100,17.9900,18.0000,18.0200,18.0300,18.0400,307,61,17,92,118,70,65,136,218,281
SH,601611,2017-01-06 09:33:29,17.9700,20,469272.0000,261,S,17.9700,17.9600,17.9500,17.9200,17.9100,17.9900,18.0000,18.0200,18.0300,18.0400,170,61,17,97,118,4,115,136,178,281
SH,601611,2017-01-06 09:33:32,17.9800,9,233812.0000,130,B,17.9700,17.9600,17.9500,17.9200,17.9100,17.9800,18.0000,18.0100,18.0200,18.0300,156,61,17,99,133,105,118,65,138,178
SH,601611,2017-01-06 09:33:35,17.9700,26,758136.0000,422,S,17.9500,17.9300,17.9200,17.9100,17.9000,17.9600,17.9700,17.9800,17.9900,18.0000,33,33,102,146,1228,28,174,86,1,125
SH,601611,2017-01-06 09:33:38,17.9600,15,158068.0000,88,B,17.9500,17.9300,17.9200,17.9100,17.9000,17.9600,17.9700,17.9800,17.9900,18.0000,29,33,115,143,1263,16,169,86,6,81
SH,601611,2017-01-06 09:33:41,17.9900,25,573340.0000,319,B,17.9600,17.9500,17.9300,17.9200,17.9100,17.9900,18.0000,18.0100,18.0200,18.0300,4,34,33,122,195,57,81,33,142,64
SH,601611,2017-01-06 09:33:44,17.9800,7,163656.0000,91,S,17.9800,17.9700,17.9600,17.9500,17.9300,17.9900,18.0000,18.0100,18.0200,18.0300,27,30,15,37,33,43,104,83,146,64
SH,601611,2017-01-06 09:33:47,17.9500,18,434652.0000,242,S,17.9400,17.9300,17.9200,17.9100,17.9000,17.9500,17.9600,17.9700,17.9900,18.0000,50,43,37,204,1365,160,147,4,27,85
SH,601611,2017-01-06 09:33:50,17.9500,5,84364.0000,47,B,17.9400,17.9300,17.9200,17.9100,17.9000,17.9500,17.9600,17.9700,17.9800,17.9900,50,62,237,304,1357,123,147,204,115,27
SH,601611,2017-01-06 09:33:53,17.9300,11,471840.0000,263,S,17.9300,17.9200,17.9100,17.9000,17.8900,17.9400,17.9500,17.9600,17.9700,17.9800,62,237,308,1370,108,125,259,162,204,115
SH,601611,2017-01-06 09:33:56,17.9600,23,1007024.0000,561,B,17.9600,17.9500,17.9300,17.9200,17.9100,17.9700,17.9800,17.9900,18.0000,18.0100,146,3,77,237,336,224,115,27,116,83
SH,601611,2017-01-06 09:33:59,17.9600,10,325084.0000,181,S,17.9500,17.9300,17.9200,17.9100,17.9000,17.9600,17.9700,17.9800,17.9900,18.0000,41,77,572,346,1387,50,234,114,32,116
SH,601611,2017-01-06 09:34:02,17.9500,8,95172.0000,53,S,17.9500,17.9400,17.9300,17.9200,17.9100,17.9600,17.9700,17.9800,17.9900,18.0000,140,103,188,575,376,22,235,114,32,116
SH,601611,2017-01-06 09:34:05,17.9600,7,43088.0000,24,B,17.9500,17.9400,17.9300,17.9200,17.9100,17.9600,17.9700,17.9800,17.9900,18.0000,350,113,237,577,386,68,235,133,37,116
SH,601611,2017-01-06 09:34:08,17.9500,11,132856.0000,74,S,17.9500,17.9400,17.9300,17.9200,17.9100,17.9600,17.9700,17.9800,17.9900,18.0000,298,178,252,582,401,67,396,133,37,87
SH,601611,2017-01-06 09:34:11,17.9600,9,107728.0000,60,B,17.9500,17.9400,17.9300,17.9200,17.9100,17.9600,17.9700,17.9800,17.9900,18.0000,391,204,383,603,416,34,396,19,37,75
SH,601611,2017-01-06 09:34:14,17.9600,20,459572.0000,256,B,17.9600,17.9500,17.9400,17.9300,17.9200,17.9700,17.9800,17.9900,18.0000,18.0100,4,196,204,418,613,396,19,37,67,63
SH,601611,2017-01-06 09:34:17,17.9600,16,247900.0000,138,S,17.9600,17.9500,17.9400,17.9300,17.9200,17.9700,17.9800,17.9900,18.0000,18.0100,21,236,198,418,343,365,46,37,67,63
SH,601611,2017-01-06 09:34:20,17.9600,25,653904.0000,364,S,17.9600,17.9500,17.9400,17.9300,17.9200,17.9700,17.9800,17.9900,18.0000,18.0100,44,311,198,422,343,128,46,37,67,63
SH,601611,2017-01-06 09:34:23,17.9700,10,141932.0000,79,B,17.9600,17.9500,17.9400,17.9300,17.9200,17.9700,17.9800,17.9900,18.0000,18.0100,80,342,208,408,343,80,51,37,97,63
SH,601611,2017-01-06 09:34:26,17.9500,38,646512.0000,360,S,17.9500,17.9400,17.9300,17.9200,17.9100,17.9700,17.9800,17.9900,18.0000,18.0100,327,204,408,343,375,2,51,32,108,63
SH,601611,2017-01-06 09:34:29,17.9700,18,249800.0000,139,B,17.9700,17.9600,17.9500,17.9400,17.9300,17.9900,18.0000,18.0100,18.0200,18.0300,87,39,345,216,425,46,110,63,110,71
SH,601611,2017-01-06 09:34:32,17.9800,16,249840.0000,139,B,17.9800,17.9700,17.9600,17.9500,17.9400,17.9900,18.0000,18.0100,18.0200,18.0300,3,115,46,398,171,46,109,63,110,71
SH,601611,2017-01-06 09:34:35,17.9700,15,215656.0000,120,S,17.9700,17.9600,17.9500,17.9400,17.9300,17.9900,18.0000,18.0100,18.0200,18.0300,38,197,427,176,421,41,124,63,110,1978
SH,601611,2017-01-06 09:34:38,17.9900,19,156384.0000,87,B,17.9700,17.9600,17.9500,17.9400,17.9300,17.9900,18.0000,18.0100,18.0200,18.0300,145,207,439,196,421,18,129,63,110,1978
SH,601611,2017-01-06 09:34:41,17.9900,2,25188.0000,14,B,17.9700,17.9600,17.9500,17.9400,17.9300,17.9900,18.0000,18.0100,18.0200,18.0300,190,301,442,196,421,9,129,63,110,1978
SH,601611,2017-01-06 09:34:44,17.9700,12,140256.0000,78,S,17.9700,17.9600,17.9500,17.9400,17.9300,18.0000,18.0100,18.0200,18.0300,18.0400,202,331,474,196,421,164,63,110,1978,136
SH,601611,2017-01-06 09:34:47,18.0000,4,25200.0000,14,B,17.9900,17.9800,17.9700,17.9600,17.9500,18.0000,18.0100,18.0200,18.0300,18.0400,18,48,259,325,476,251,63,110,1978,136
SH,601611,2017-01-06 09:34:50,18.0000,16,163792.0000,91,B,17.9900,17.9800,17.9700,17.9600,17.9500,18.0000,18.0100,18.0200,18.0300,18.0400,141,50,531,347,476,191,63,112,1978,136
SH,601611,2017-01-06 09:34:53,18.0000,23,635256.0000,353,B,18.0000,17.9900,17.9800,17.9700,17.9600,18.0100,18.0200,18.0300,18.0400,18.0500,24,273,77,548,443,55,126,1978,136,281
SH,601611,2017-01-06 09:34:56,18.0000,1,36004.0000,20,S,18.0000,17.9900,17.9800,17.9700,17.9600,18.0100,18.0200,18.0300,18.0400,18.0500,476,299,162,577,456,90,130,1978,136,254
SH,601611,2017-01-06 09:34:59,18.0100,12,189060.0000,105,B,18.0000,17.9900,17.9800,17.9700,17.9600,18.0100,18.0200,18.0300,18.0400,18.0500,521,299,181,627,459,33,180,1978,136,244
SH,601611,2017-01-06 09:35:02,18.0100,12,655232.0000,364,B,18.0100,18.0000,17.9900,17.9800,17.9700,18.0200,18.0300,18.0400,18.0500,18.0600,125,203,319,181,612,184,1983,136,244,488
SH,601611,2017-01-06 09:35:05,18.0200,5,304416.0000,169,B,18.0100,18.0000,17.9900,17.9800,17.9700,18.0200,18.0300,18.0400,18.0500,18.0600,197,256,322,181,612,243,1983,136,242,488
SH,601611,2017-01-06 09:35:08,18.0100,8,97268.0000,54,S,18.0100,18.0000,17.9900,17.9800,17.9700,18.0200,18.0300,18.0400,18.0500,18.0600,477,271,295,160,609,249,76,136,242,488
SH,601611,2017-01-06 09:35:11,18.0200,19,180176.0000,100,B,18.0100,18.0000,17.9900,17.9800,17.9700,18.0200,18.0300,18.0400,18.0500,18.0600,617,301,295,162,607,180,76,136,242,482
SH,601611,2017-01-06 09:35:14,18.0200,20,571068.0000,317,B,18.0100,18.0000,17.9900,17.9800,17.9700,18.0200,18.0300,18.0400,18.0500,18.0600,480,303,295,162,607,34,69,136,242,282
SH,601611,2017-01-06 09:35:17,18.0400,43,609464.0000,338,B,18.0400,18.0300,18.0200,18.0100,18.0000,18.0500,18.0600,18.0700,18.0800,18.0900,244,1,122,542,300,242,282,152,380,180
SH,601611,2017-01-06 09:35:20,18.0400,13,386120.0000,214,S,18.0400,18.0300,18.0200,18.0100,18.0000,18.0500,18.0600,18.0700,18.0800,18.0900,94,68,223,554,269,242,282,152,380,180
SH,601611,2017-01-06 09:35:23,18.0400,2,27060.0000,15,S,18.0400,18.0300,18.0200,18.0100,18.0000,18.0500,18.0600,18.0700,18.0800,18.0900,123,91,312,554,271,233,282,152,380,180
SH,601611,2017-01-06 09:35:26,18.0500,14,456412.0000,253,B,18.0300,18.0200,18.0100,18.0000,17.9900,18.0500,18.0600,18.0700,18.0800,18.0900,46,333,680,285,255,164,283,162,380,177
SH,601611,2017-01-06 09:35:29,18.0500,34,651140.0000,361,B,18.0200,18.0100,18.0000,17.9900,17.9800,18.0500,18.0600,18.0700,18.0800,18.0900,323,690,256,255,134,58,274,162,380,177
SH,601611,2017-01-06 09:35:32,18.0500,27,641864.0000,356,B,18.0500,18.0200,18.0100,18.0000,17.9900,18.0600,18.0700,18.0800,18.0900,18.1000,8,65,639,245,255,300,162,380,177,408
SH,601611,2017-01-06 09:35:35,18.0400,26,341020.0000,189,B,18.0200,18.0100,18.0000,17.9900,17.9800,18.0400,18.0600,18.0700,18.0800,18.0900,105,679,252,255,134,10,296,162,380,178
SH,601611,2017-01-06 09:35:38,18.0300,15,209384.0000,116,S,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,110,105,679,264,255,28,870,275,162,380
SH,601611,2017-01-06 09:35:41,18.0400,13,183936.0000,102,B,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,70,105,679,264,269,63,1163,287,162,380
SH,601611,2017-01-06 09:35:44,18.0400,14,310284.0000,172,B,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,121,224,679,266,269,93,1163,287,162,400
SH,601611,2017-01-06 09:35:47,18.0500,22,470980.0000,261,B,18.0400,18.0300,18.0200,18.0100,18.0000,18.0500,18.0600,18.0700,18.0800,18.0900,59,228,277,679,292,1038,287,166,400,178
SH,601611,2017-01-06 09:35:50,18.0500,23,330172.0000,183,B,18.0400,18.0300,18.0200,18.0100,18.0000,18.0500,18.0600,18.0700,18.0800,18.0900,93,236,326,444,215,973,287,166,400,178
SH,601611,2017-01-06 09:35:53,18.0500,23,1337340.0000,741,B,18.0400,18.0300,18.0200,18.0100,18.0000,18.0500,18.0600,18.0700,18.0800,18.0900,98,247,328,444,215,435,287,166,411,178
SH,601611,2017-01-06 09:35:56,18.0400,16,380616.0000,211,S,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,322,289,444,220,256,387,445,260,166,411
SH,601611,2017-01-06 09:35:59,18.0400,32,898084.0000,498,B,18.0300,18.0200,18.0100,18.0000,17.9900,18.0400,18.0500,18.0600,18.0700,18.0800,19,383,434,213,256,370,450,260,166,411
SH,601611,2017-01-06 09:36:02,18.0300,85,2668560.0000,1481,S,18.0000,17.9900,17.9800,17.9700,17.9600,18.0300,18.0400,18.0500,18.0600,18.0700,34,256,124,213,492,558,442,450,262,166
SH,601611,2017-01-06 09:36:05,18.0300,20,425328.0000,236,B,18.0000,17.9900,17.9800,17.9700,17.9600,18.0300,18.0400,18.0500,18.0600,18.0700,30,249,124,213,492,406,533,480,262,166
SH,601611,2017-01-06 09:36:08,18.0300,8,308280.0000,171,B,18.0000,17.9900,17.9800,17.9700,17.9600,18.0300,18.0400,18.0500,18.0600,18.0700,52,249,124,213,492,456,633,497,262,166
SH,601611,2017-01-06 09:36:11,18.0200,10,142436.0000,79,S,18.0000,17.9900,17.9800,17.9700,17.9600,18.0200,18.0300,18.0400,18.0500,18.0600,52,248,124,213,492,2,428,671,507,250
SH,601611,2017-01-06 09:36:14,18.0200,16,250444.0000,139,B,18.0000,17.9900,17.9800,17.9700,17.9600,18.0200,18.0300,18.0400,18.0500,18.0600,112,248,124,213,492,27,395,645,515,250
SH,601611,2017-01-06 09:36:17,18.0000,31,729732.0000,405,S,18.0000,17.9900,17.9800,17.9700,17.9600,18.0200,18.0300,18.0400,18.0500,18.0600,156,248,124,213,472,7,221,472,414,250
SH,601611,2017-01-06 09:36:20,17.9600,92,2329816.0000,1296,S,17.9500,17.9400,17.9300,17.9200,17.9100,17.9600,18.0100,18.0200,18.0300,18.0400,483,164,167,123,401,713,40,10,385,472
SH,601611,2017-01-06 09:36:23,17.9600,15,808192.0000,450,B,17.9500,17.9400,17.9300,17.9200,17.9100,17.9600,18.0000,18.0100,18.0200,18.0300,483,164,172,123,401,809,75,13,510,392
SH,601611,2017-01-06 09:36:26,17.9600,10,145480.0000,81,B,17.9500,17.9400,17.9300,17.9200,17.9100,17.9600,18.0000,18.0100,18.0200,18.0300,483,154,172,123,401,929,136,18,522,411
